dataset,sample_id,run_mode,salience,alpha,beta,gamma,use_graph,chunking,target_min_tokens,target_max_tokens,semantic_breakpoint_percentile,semantic_min_chunk_tokens,dedup_chunks,dedup_sim_threshold,dedup_require_shared_phrase,duplicate_edge_factor,community_dedup,embedding_backend,embedding_model,llm,llm_model,pacsum_beta,pacsum_lambda1,pacsum_lambda2,entity_merge_threshold,rouge1,rouge2,rougeL,rouge_backend,reference_count,selected_reference_index,reference_selector,input_tokens,output_tokens,llm_calls,runtime_seconds,chunk_count,topic_count,generated_summary
vn_mds,cluster_1,graphsum,e2b,0.1,0.3,0.6000000000000001,True,semantic,150,1500,50.0,75,True,0.85,False,0.35,True,openai_compatible,models/bge-m3,openai_compatible,/data,0.0,0.0,1.0,0.8,0.7425742574257427,0.4172185430463576,0.40594059405940597,rouge-score,2,0,max_mean_rouge2_rougeL,1971,226,1,5.817199845914729,5,1,"Đảng đối lập Cứu quốc Campuchia (CNRP) đang tổ chức một cuộc biểu tình phi bạo lực kéo dài ba ngày tại thủ đô Phnom Penh nhằm đòi công lý cho cử tri trước kết quả bầu cử quốc hội bất thường vào tháng 7. Với mục tiêu thúc đẩy cải cách bầu cử, đoàn người ước tính khoảng 5.000 người đã diễu hành để đến Văn phòng nhân quyền Liên Hiệp Quốc và các đại sứ quán nước ngoài như Anh, Pháp, Mỹ, Úc, Nhật nhằm yêu cầu sự can thiệp quốc tế. Mặc dù phe đối lập dự kiến quy tụ 40.000 người, chính quyền Hun Sen chỉ cho phép tối đa 10.000 người tham gia và đã triển khai hàng nghìn cảnh sát để đảm bảo an ninh. Bất chấp sự tẩy chay của phe đối lập, Quốc hội Campuchia vẫn phê chuẩn nhiệm kỳ mới của Thủ tướng Hun Sen trong khi kinh tế quốc gia được dự báo sẽ tiếp tục tăng trưởng ổn định từ 7-7,2%."
vn_mds,cluster_10,graphsum,e2b,0.1,0.3,0.6000000000000001,True,semantic,150,1500,50.0,75,True,0.85,False,0.35,True,openai_compatible,models/bge-m3,openai_compatible,/data,0.0,0.0,1.0,0.8,0.7954110898661567,0.5028790786948177,0.47418738049713194,rouge-score,2,1,max_mean_rouge2_rougeL,4895,212,1,6.062586209969595,10,1,"Chính phủ Nhật Bản đã phê chuẩn kế hoạch cho phép Lực lượng Tự vệ trên không bắn hạ các máy bay không người lái (UAV) nước ngoài xâm phạm không phận, nhằm đáp trả việc UAV quân sự của Trung Quốc bay gần quần đảo Senkaku/Điếu Ngư vào ngày 9/9. Để tăng cường phòng thủ, Nhật Bản đang xây dựng đường băng thứ hai tại sân bay Naha nhằm nâng cao năng lực phản ứng và triển khai tàu tuần tra cỡ lớn để bảo vệ vùng biển xung quanh đảo Senkaku. Phản ứng trước động thái này, Trung Quốc bày tỏ sự tức giận, cáo buộc Nhật Bản lợi dụng ""mối đe dọa bên ngoài"" để tăng cường năng lực quân sự và khẳng định chủ quyền đối với đảo Điếu Ngư. Căng thẳng giữa hai nước tiếp tục leo thang với các hành động quân sự và tranh chấp chủ quyền kéo dài kể từ khi Nhật Bản quốc hữu hóa đảo Senkaku vào năm 2012."
vn_mds,cluster_100,graphsum,e2b,0.1,0.3,0.6000000000000001,True,semantic,150,1500,50.0,75,True,0.85,False,0.35,True,openai_compatible,models/bge-m3,openai_compatible,/data,0.0,0.0,1.0,0.8,0.7142857142857142,0.3820895522388059,0.3571428571428571,rouge-score,2,0,max_mean_rouge2_rougeL,6891,675,3,13.717311955988407,12,2,"U23 Việt Nam đã giành chiến thắng thuyết phục với tỷ số 3-1 trước U23 Myanmar trong trận giao hữu lượt về tại sân vận động Thuwana, Yangon. Dù bị dẫn trước 0-1 ở hiệp một do một quả phạt đền gây tranh cãi ở phút 33, U23 Việt Nam đã lật ngược thế trận nhờ sự thay đổi nhân sự của HLV Hoàng Văn Phúc, đặc biệt là việc đưa Văn Quyết vào sân. Văn Quyết ghi bàn gỡ hòa ở phút 52, sau đó đội tuyển tiếp tục làm chủ thế trận để nâng tỷ số lên 2-1 ở phút 80 sau sai lầm của đối thủ, và ấn định chiến thắng bằng quả phạt đền của Quang Hùng. Kết quả này giúp U23 Việt Nam đạt chuỗi 8 trận bất bại liên tiếp. Chuyến tập huấn tại Myanmar nhằm giúp đội tuyển làm quen với khí hậu và cơ sở hạ tầng trước thềm SEA Games 27, bất chấp các vụ nổ bom xảy ra tại Yangon vào đêm 14.10. Sau trận đấu, đội tuyển sẽ trở về TP.HCM vào ngày 17.10 để chuẩn bị cho Cúp bóng đá Bình Dương diễn ra từ ngày 25.10 đến 3.11."
vn_mds,cluster_101,graphsum,e2b,0.1,0.3,0.6000000000000001,True,semantic,150,1500,50.0,75,True,0.85,False,0.35,True,openai_compatible,models/bge-m3,openai_compatible,/data,0.0,0.0,1.0,0.8,0.7967213114754098,0.5296052631578947,0.4032786885245902,rouge-score,2,1,max_mean_rouge2_rougeL,2749,221,1,4.870237141032703,8,1,"Bộ Y tế đã lên án hành vi không thể chấp nhận được của bác sĩ Nguyễn Mạnh Tường, viên chức khoa Ngoại Bệnh viện Bạch Mai, liên quan đến vụ việc chị Lê Thị Thanh Huyền tử vong tại Thẩm mỹ viện Cát Tường (địa chỉ tại 45 đường Giải Phóng, quận Hai Bà Trưng, Hà Nội). Vụ việc xảy ra vào ngày nghỉ cuối tuần ngoài giờ hành chính tại cơ sở không có giấy phép hoạt động phẫu thuật thẩm mỹ, với diễn biến đặc biệt nghiêm trọng bao gồm hành vi phi tang xác nạn nhân. Bộ Y tế đã chỉ đạo Bệnh viện Bạch Mai và Bệnh viện E phối hợp với cơ quan điều tra cung cấp thông tin, đồng thời yêu cầu đình chỉ công tác tạm thời đối với bác sĩ Tường. Đồng thời, Bộ Y tế đã gửi công văn khẩn đề nghị UBND TP Hà Nội phối hợp rà soát, thanh tra và kiểm tra chặt chẽ các hoạt động phẫu thuật thẩm mỹ trên toàn địa bàn để xử lý nghiêm theo quy định pháp luật."
vn_mds,cluster_102,graphsum,e2b,0.1,0.3,0.6000000000000001,True,semantic,150,1500,50.0,75,True,0.85,False,0.35,True,openai_compatible,models/bge-m3,openai_compatible,/data,0.0,0.0,1.0,0.8,0.7543520309477756,0.4815533980582524,0.5183752417794971,rouge-score,2,0,max_mean_rouge2_rougeL,1026,194,1,4.061247441917658,5,1,"Chiều 4/11, Đội Cảnh sát giao thông Công an TP Thủ Dầu Một (tỉnh Bình Dương) đã công bố quyết định xử phạt hành chính đối với 27 đối tượng có hành vi đua xe trái phép, lạng lách, đánh võng và tổ chức cổ vũ đua xe gây mất an toàn giao thông. Trước đó, trong hai đêm 18 và 19/10, lực lượng chức năng phối hợp tuần tra trên tuyến Quốc lộ 13 (phường Phú Thọ) đã truy bắt được 10 đối tượng thuộc nhóm thanh niên thường xuyên tụ tập đua xe và tịch thu 3 phương tiện liên quan. Thượng tá Nguyễn Xuân Hoàng, Phó công an TP Thủ Dầu Một, cho biết việc xử lý nhằm răn đe các hành vi vi phạm và nhắc nhở phụ huynh chú trọng quản lý việc mua sắm, đi lại của con em."
vn_mds,cluster_103,graphsum,e2b,0.1,0.3,0.6000000000000001,True,semantic,150,1500,50.0,75,True,0.85,False,0.35,True,openai_compatible,models/bge-m3,openai_compatible,/data,0.0,0.0,1.0,0.8,0.7401960784313725,0.34975369458128075,0.338235294117647,rouge-score,2,0,max_mean_rouge2_rougeL,4939,174,1,5.414942073985003,10,1,"Sáng ngày 21.10, tại quận Gò Vấp, TP.HCM, ông Vương Chí Linh (67 tuổi) đã tạt axit vào người vợ cũ là bà Nguyễn Thị T. V. trước khi vào nhà tự thiêu và tử vong. Bi kịch bắt nguồn từ việc ông Linh cho rằng bà V. đã lừa đảo để chiếm đoạt toàn bộ tài sản trị giá khoảng 30 tỉ đồng và đẩy ông vào cảnh không còn nơi ở sau khi ly hôn. Ông Linh từng nhiều lần khiếu nại về việc tòa án phân xử không công bằng và các biên bản phiên tòa bị sai lệch, dẫn đến tâm lý quẫn bách và tuyệt vọng. Trước khi tự sát, ông để lại thư tuyệt mệnh và di chúc định để lại phần lớn tài sản cho các cơ sở từ thiện."
vn_mds,cluster_104,graphsum,e2b,0.1,0.3,0.6000000000000001,True,semantic,150,1500,50.0,75,True,0.85,False,0.35,True,openai_compatible,models/bge-m3,openai_compatible,/data,0.0,0.0,1.0,0.8,0.7431506849315068,0.4020618556701031,0.3664383561643836,rouge-score,2,1,max_mean_rouge2_rougeL,2582,232,1,5.1035823579877615,5,1,"Ngày 30/10, Công an huyện Lý Nhân (tỉnh Hà Nam) đã khởi tố bị can Phan Văn Sáng (SN 1988) về tội cố ý gây thương tích sau khi đối tượng này phóng hỏa vào quầy bán thuốc của chị Trần Thị Quyên. Do uất ức vì không thể xin nhượng lại phần đất kinh doanh của chị Quyên, Sáng đã dùng búa đập tường và tạt xăng vào tủ thuốc vào khoảng 7h sáng ngày 27/10, khiến chị Quyên cùng hai khách hàng là bà Bảy và bà Mai bị bỏng nặng với tỷ lệ thương tật lần lượt là 12%, 52% và 17%. Nhờ sự can thiệp kịp thời của người dân sử dụng cát để dập tắt đám cháy và sự hỗ trợ của cơ quan chức năng, ba nạn nhân đã được đưa đến Bệnh viện bỏng Trung ương để điều trị. Hiện cơ quan công an đang tiếp tục điều tra làm rõ vụ việc và đã ra lệnh tạm giữ hình sự đối với đối tượng Sáng."
vn_mds,cluster_105,graphsum,e2b,0.1,0.3,0.6000000000000001,True,semantic,150,1500,50.0,75,True,0.85,False,0.35,True,openai_compatible,models/bge-m3,openai_compatible,/data,0.0,0.0,1.0,0.8,0.746376811594203,0.4,0.31884057971014496,rouge-score,2,0,max_mean_rouge2_rougeL,2549,207,1,4.564562462968752,6,1,"Sau khi chị Kê tử vong do treo cổ vào ngày 20/9 sau mâu thuẫn với chồng là anh Trương Văn My, gia đình chị Kê không chấp nhận kết luận của cơ quan pháp y về nguyên nhân cái chết và yêu cầu khởi tố vụ án hình sự. Dù cơ quan chức năng đã tiến hành khám nghiệm tử thi và quyết định không khởi tố, gia đình ông Tòng vẫn phản đối, dẫn đến việc đập mộ và kéo đi khiếu kiện vào ngày 26/10. Trong quá trình khiếu kiện, một nhóm người đã gây rối trật tự công cộng tại trụ sở các cơ quan chức năng tỉnh Cà Mau, khiến công an tạm giữ 19 người, trong đó có 9 người bị bắt về hành vi gây rối. Hiện tại, gia đình đã chọn cơ quan pháp y của Bộ Quốc phòng để giám định lại, trong khi các đối tượng gây rối đang tiếp tục được điều tra và sàng lọc để xử lý."
vn_mds,cluster_106,graphsum,e2b,0.1,0.3,0.6000000000000001,True,semantic,150,1500,50.0,75,True,0.85,False,0.35,True,openai_compatible,models/bge-m3,openai_compatible,/data,0.0,0.0,1.0,0.8,0.746341463414634,0.4852941176470588,0.4780487804878049,rouge-score,2,0,max_mean_rouge2_rougeL,1654,211,1,4.730122211039998,5,1,"Vào lúc 12h30 ngày 1-11, một vụ tai nạn nghiêm trọng đã xảy ra trên quốc lộ 1A, đoạn qua khu vực cầu vượt Bình Phước 1 (quận Thủ Đức, TP. Hồ Chí Minh), khiến anh Nguyễn Thanh Tùng (35 tuổi, quê An Giang) tử vong tại chỗ. Nguyên nhân ban đầu cho thấy anh Tùng bị xe tải nặng mang BKS 95T-1199 do tài xế Dương Bình Hải (30 tuổi, quê Hậu Giang) điều khiển tông trúng khi đang đi bộ băng ngang đường trong tình trạng mải mê nghe điện thoại và thiếu quan sát. Hiện trường vụ tai nạn gây ùn tắc giao thông và lực lượng CSGT quận Thủ Đức đã có mặt để điều tra, xác minh vụ việc. Người dân địa phương phản ánh đoạn đường này thường xuyên xảy ra tình trạng người đi bộ băng qua đường không đúng luật và xe tải đổ dốc với tốc độ nguy hiểm."
vn_mds,cluster_107,graphsum,e2b,0.1,0.3,0.6000000000000001,True,semantic,150,1500,50.0,75,True,0.85,False,0.35,True,openai_compatible,models/bge-m3,openai_compatible,/data,0.0,0.0,1.0,0.8,0.8229885057471266,0.4618937644341802,0.46436781609195404,rouge-score,2,1,max_mean_rouge2_rougeL,1471,182,1,3.7525421370519325,4,1,"Trưa ngày 1/11, người dân tại khu vực giáp ranh xã Hải Ninh và Hải An (huyện Tĩnh Gia, Thanh Hóa) phát hiện một xác cá voi nặng nhiều tấn dạt vào bờ khi thủy triều rút xuống. Con cá có kích thước khổng lồ với chiều dài trên 10m, vòng ngực khoảng 2,5m và đang trong quá trình phân hủy mạnh khiến hiện trường bốc mùi nặng. Nhiều ngư dân cho biết họ đã thấy vật thể lạ trôi trên biển từ vài ngày trước, và một số người dự định làm lễ thắp hương để cầu mong sự phù hộ. Hiện cơ quan chức năng huyện Tĩnh Gia đang phối hợp xác minh nguyên nhân cái chết và lên phương án chôn cất xác cá trong thời gian sớm nhất do đây là loài cá quý hiếm và linh thiêng."
